User Id,Datetime,Date,Time,Amount,Slot
852,01-10-2022 14:16,1/10/2022,2:13:00 AM,6500,S1
987,01-10-2022 14:18,1/10/2022,2:16:00 AM,4400,S1
666,01-10-2022 14:28,1/10/2022,2:18:00 AM,4000,S1
663,01-10-2022 14:39,1/10/2022,2:28:00 AM,10474,S1
852,01-10-2022 14:57,1/10/2022,2:39:00 AM,9250,S1
888,01-10-2022 15:02,1/10/2022,2:57:00 AM,199,S1
74,01-10-2022 15:14,1/10/2022,3:02:00 AM,2080,S1
114,01-10-2022 15:21,1/10/2022,3:14:00 AM,7500,S1
989,01-10-2022 15:35,1/10/2022,3:21:00 AM,75000,S1
634,01-10-2022 15:53,1/10/2022,3:35:00 AM,258533,S1
795,01-10-2022 16:22,1/10/2022,3:53:00 AM,5500,S1
292,01-10-2022 17:07,1/10/2022,4:22:00 AM,8900,S1
514,01-10-2022 17:12,1/10/2022,5:07:00 AM,7000,S1
929,01-10-2022 17:17,1/10/2022,5:12:00 AM,9636,S1
2,01-10-2022 18:03,1/10/2022,5:17:00 AM,55000,S1
471,01-10-2022 18:05,1/10/2022,6:03:00 AM,250,S1
246,01-10-2022 18:14,1/10/2022,6:05:00 AM,5000,S1
380,01-10-2022 18:15,1/10/2022,6:14:00 AM,7000,S1
972,01-10-2022 18:17,1/10/2022,6:15:00 AM,3500,S1
296,01-10-2022 18:18,1/10/2022,6:17:00 AM,7000,S1
508,01-10-2022 18:21,1/10/2022,6:18:00 AM,20000,S1
634,01-10-2022 18:25,1/10/2022,6:21:00 AM,295671,S1
540,01-10-2022 18:33,1/10/2022,6:25:00 AM,75000,S1
681,01-10-2022 18:40,1/10/2022,6:33:00 AM,132000,S1
565,01-10-2022 18:44,1/10/2022,6:40:00 AM,200,S1
292,01-10-2022 18:45,1/10/2022,6:44:00 AM,12049,S1
845,01-10-2022 18:46,1/10/2022,6:45:00 AM,22700,S1
850,01-10-2022 19:05,1/10/2022,6:46:00 AM,33451,S1
733,01-10-2022 19:08,1/10/2022,7:05:00 AM,125,S1
16,01-10-2022 19:34,1/10/2022,7:08:00 AM,8222,S1
775,01-10-2022 19:38,1/10/2022,7:34:00 AM,5000,S1
483,01-10-2022 20:04,1/10/2022,7:38:00 AM,8050,S1
142,01-10-2022 20:14,1/10/2022,8:04:00 AM,43400,S1
509,01-10-2022 20:34,1/10/2022,8:14:00 AM,173,S1
933,01-10-2022 20:43,1/10/2022,8:34:00 AM,5500,S1
987,01-10-2022 21:01,1/10/2022,8:43:00 AM,1750,S1
890,01-10-2022 21:06,1/10/2022,9:01:00 AM,50000,S1
155,01-10-2022 21:32,1/10/2022,9:06:00 AM,5500,S1
31,01-10-2022 21:43,1/10/2022,9:32:00 AM,6000,S1
518,01-10-2022 21:46,1/10/2022,9:43:00 AM,1650,S1
422,01-10-2022 21:53,1/10/2022,9:46:00 AM,25000,S1
827,01-10-2022 22:01,1/10/2022,9:53:00 AM,25000,S1
660,01-10-2022 22:16,1/10/2022,10:01:00 AM,500,S1
565,01-10-2022 22:27,1/10/2022,10:16:00 AM,2492,S1
667,01-10-2022 22:29,1/10/2022,10:27:00 AM,4015,S1
944,01-10-2022 22:32,1/10/2022,10:29:00 AM,1000,S1
433,01-10-2022 22:38,1/10/2022,10:32:00 AM,100000,S1
989,01-10-2022 22:48,1/10/2022,10:38:00 AM,130000,S1
627,01-10-2022 23:16,1/10/2022,10:48:00 AM,9671,S1
934,01-10-2022 23:30,1/10/2022,11:16:00 AM,2000,S1
474,01-10-2022 23:41,1/10/2022,11:30:00 AM,6000,S1
222,02-10-2022 0:23,1/10/2022,11:41:00 AM,60632,S1
351,02-10-2022 0:30,2/10/2022,12:23:00 PM,5479,S1
99,02-10-2022 0:36,2/10/2022,12:30:00 PM,43478,S1
920,02-10-2022 0:46,2/10/2022,12:36:00 PM,13000,S1
637,02-10-2022 0:51,2/10/2022,12:46:00 PM,3800,S1
856,02-10-2022 1:22,2/10/2022,12:51:00 PM,15000,S1
663,02-10-2022 1:29,2/10/2022,1:22:00 AM,10634,S1
560,02-10-2022 2:07,2/10/2022,1:29:00 AM,7797,S1
688,02-10-2022 2:09,2/10/2022,2:07:00 AM,62366,S1
39,02-10-2022 2:12,2/10/2022,2:09:00 AM,14200,S1
920,02-10-2022 2:18,2/10/2022,2:12:00 AM,25490,S1
370,02-10-2022 2:26,2/10/2022,2:18:00 AM,39347,S1
634,02-10-2022 2:35,2/10/2022,2:26:00 AM,295671,S1
365,02-10-2022 2:48,2/10/2022,2:35:00 AM,45451,S1
448,02-10-2022 3:17,2/10/2022,2:48:00 AM,6000,S1
784,02-10-2022 3:33,2/10/2022,3:17:00 AM,5500,S1
774,02-10-2022 3:37,2/10/2022,3:33:00 AM,66000,S1
949,02-10-2022 3:48,2/10/2022,3:37:00 AM,124500,S1
196,02-10-2022 4:17,2/10/2022,3:48:00 AM,40000,S1
936,02-10-2022 4:18,2/10/2022,4:17:00 AM,6857,S1
602,02-10-2022 4:41,2/10/2022,4:18:00 AM,7028,S1
78,02-10-2022 5:06,2/10/2022,4:41:00 AM,22000,S1
829,02-10-2022 5:09,2/10/2022,5:06:00 AM,3500,S1
845,02-10-2022 5:10,2/10/2022,5:09:00 AM,22000,S1
153,02-10-2022 5:28,2/10/2022,5:10:00 AM,10000,S1
487,02-10-2022 5:35,2/10/2022,5:28:00 AM,30000,S1
47,02-10-2022 5:45,2/10/2022,5:35:00 AM,5617,S1
663,02-10-2022 6:24,2/10/2022,5:45:00 AM,2803,S1
430,02-10-2022 6:38,2/10/2022,6:24:00 AM,10000,S1
625,02-10-2022 6:45,2/10/2022,6:38:00 AM,17000,S1
307,02-10-2022 6:49,2/10/2022,6:45:00 AM,19315,S1
93,02-10-2022 7:31,2/10/2022,6:49:00 AM,22000,S1
396,02-10-2022 7:32,2/10/2022,7:31:00 AM,3955,S1
663,02-10-2022 7:35,2/10/2022,7:32:00 AM,2127,S1
403,02-10-2022 7:36,2/10/2022,7:35:00 AM,10000,S1
159,02-10-2022 7:48,2/10/2022,7:36:00 AM,22712,S1
502,02-10-2022 7:55,2/10/2022,7:48:00 AM,16538,S1
574,02-10-2022 7:56,2/10/2022,7:55:00 AM,9000,S1
76,02-10-2022 8:11,2/10/2022,7:56:00 AM,1659,S1
518,02-10-2022 8:38,2/10/2022,8:11:00 AM,150,S1
238,02-10-2022 8:43,2/10/2022,8:38:00 AM,25000,S1
106,02-10-2022 8:55,2/10/2022,8:43:00 AM,10000,S1
566,02-10-2022 9:03,2/10/2022,8:55:00 AM,180041,S1
944,02-10-2022 9:06,2/10/2022,9:03:00 AM,500,S1
542,02-10-2022 9:09,2/10/2022,9:06:00 AM,6000,S1
435,02-10-2022 9:11,2/10/2022,9:09:00 AM,1600,S1
93,02-10-2022 9:51,2/10/2022,9:11:00 AM,33000,S1
518,02-10-2022 10:06,2/10/2022,9:51:00 AM,5500,S1
836,02-10-2022 10:13,2/10/2022,10:06:00 AM,15000,S1
310,02-10-2022 10:23,2/10/2022,10:13:00 AM,40000,S1
52,02-10-2022 10:37,2/10/2022,10:23:00 AM,9520,S1
47,02-10-2022 10:49,2/10/2022,10:37:00 AM,1700,S1
672,02-10-2022 11:25,2/10/2022,10:49:00 AM,60000,S1
517,02-10-2022 11:46,2/10/2022,11:25:00 AM,8700,S1
980,02-10-2022 12:13,2/10/2022,11:46:00 AM,5000,S1
190,02-10-2022 12:40,2/10/2022,12:13:00 PM,327,S1
164,02-10-2022 12:42,2/10/2022,12:40:00 PM,5200,S1
33,02-10-2022 12:49,2/10/2022,12:42:00 PM,8000,S1
625,02-10-2022 13:25,2/10/2022,12:49:00 PM,14249,S1
289,02-10-2022 13:56,2/10/2022,1:25:00 AM,8000,S1
634,02-10-2022 13:59,2/10/2022,1:56:00 AM,268616,S1
946,02-10-2022 14:00,2/10/2022,1:59:00 AM,12000,S1
299,02-10-2022 14:59,2/10/2022,2:00:00 AM,46000,S1
421,02-10-2022 15:44,2/10/2022,2:59:00 AM,10600,S1
330,02-10-2022 15:49,2/10/2022,3:44:00 AM,4000,S1
944,02-10-2022 15:55,2/10/2022,3:49:00 AM,550,S1
634,02-10-2022 15:58,2/10/2022,3:55:00 AM,124600,S1
515,02-10-2022 16:25,2/10/2022,3:58:00 AM,15000,S1
473,02-10-2022 16:32,2/10/2022,4:25:00 AM,1500,S1
78,02-10-2022 17:11,2/10/2022,4:32:00 AM,38000,S1
421,02-10-2022 17:11,2/10/2022,5:11:00 AM,18200,S1
196,02-10-2022 17:30,2/10/2022,5:11:00 AM,9000,S1
421,02-10-2022 18:17,2/10/2022,5:30:00 AM,30000,S1
907,02-10-2022 18:19,2/10/2022,6:17:00 AM,2792,S1
936,02-10-2022 19:05,2/10/2022,6:19:00 AM,4598,S1
508,02-10-2022 19:10,2/10/2022,7:05:00 AM,30000,S1
338,02-10-2022 19:17,2/10/2022,7:10:00 AM,7000,S1
836,02-10-2022 19:25,2/10/2022,7:17:00 AM,10000,S1
978,02-10-2022 19:33,2/10/2022,7:25:00 AM,18001,S1
497,02-10-2022 19:37,2/10/2022,7:33:00 AM,10000,S1
16,02-10-2022 19:45,2/10/2022,7:37:00 AM,10842,S1
97,02-10-2022 19:54,2/10/2022,7:45:00 AM,5000,S1
907,02-10-2022 20:10,2/10/2022,7:54:00 AM,1801,S1
663,02-10-2022 20:27,2/10/2022,8:10:00 AM,8656,S1
397,02-10-2022 20:31,2/10/2022,8:27:00 AM,1000,S1
153,02-10-2022 20:35,2/10/2022,8:31:00 AM,10472,S1
855,02-10-2022 20:41,2/10/2022,8:35:00 AM,5000,S1
888,02-10-2022 20:48,2/10/2022,8:41:00 AM,2000,S1
9,02-10-2022 20:55,2/10/2022,8:48:00 AM,11895,S1
754,02-10-2022 21:26,2/10/2022,8:55:00 AM,13614,S1
461,02-10-2022 21:31,2/10/2022,9:26:00 AM,9000,S1
517,02-10-2022 21:36,2/10/2022,9:31:00 AM,7774,S1
944,02-10-2022 21:38,2/10/2022,9:36:00 AM,500,S1
659,02-10-2022 22:00,2/10/2022,9:38:00 AM,10000,S1
39,02-10-2022 22:02,2/10/2022,10:00:00 AM,25701,S1
137,02-10-2022 22:36,2/10/2022,10:02:00 AM,10000,S1
168,02-10-2022 22:38,2/10/2022,10:36:00 AM,3000,S1
920,02-10-2022 22:39,2/10/2022,10:38:00 AM,12000,S1
754,02-10-2022 23:01,2/10/2022,10:39:00 AM,6117,S1
825,02-10-2022 23:08,2/10/2022,11:01:00 AM,5000,S1
164,02-10-2022 23:17,2/10/2022,11:08:00 AM,4650,S1
421,02-10-2022 23:34,2/10/2022,11:17:00 AM,37300,S1
852,02-10-2022 23:43,2/10/2022,11:34:00 AM,9300,S1
542,03-10-2022 0:27,2/10/2022,11:43:00 AM,204305,S1
836,03-10-2022 0:35,3/10/2022,12:27:00 PM,4000,S1
31,03-10-2022 0:48,3/10/2022,12:35:00 PM,1596,S1
200,03-10-2022 1:09,3/10/2022,12:48:00 PM,35000,S1
31,03-10-2022 1:12,3/10/2022,1:09:00 AM,1422,S1
967,03-10-2022 1:32,3/10/2022,1:12:00 AM,4800,S1
370,03-10-2022 2:01,3/10/2022,1:32:00 AM,800,S1
508,03-10-2022 2:02,3/10/2022,2:01:00 AM,15000,S1
924,03-10-2022 2:24,3/10/2022,2:02:00 AM,20000,S1
625,03-10-2022 2:29,3/10/2022,2:24:00 AM,9000,S1
930,03-10-2022 2:38,3/10/2022,2:29:00 AM,24000,S1
2,03-10-2022 2:39,3/10/2022,2:38:00 AM,117349,S1
16,03-10-2022 2:50,3/10/2022,2:39:00 AM,11224,S1
663,03-10-2022 3:02,3/10/2022,2:50:00 AM,9048,S1
541,03-10-2022 3:10,3/10/2022,3:02:00 AM,6000,S1
505,03-10-2022 3:13,3/10/2022,3:10:00 AM,5000,S1
852,03-10-2022 3:27,3/10/2022,3:13:00 AM,1612,S1
548,03-10-2022 3:28,3/10/2022,3:27:00 AM,200,S1
826,03-10-2022 3:46,3/10/2022,3:28:00 AM,18452,S1
848,03-10-2022 3:55,3/10/2022,3:46:00 AM,16120,S1
763,03-10-2022 3:56,3/10/2022,3:55:00 AM,7000,S1
843,03-10-2022 4:06,3/10/2022,3:56:00 AM,19000,S1
497,03-10-2022 4:12,3/10/2022,4:06:00 AM,17500,S1
790,03-10-2022 4:43,3/10/2022,4:12:00 AM,5200,S1
888,03-10-2022 4:51,3/10/2022,4:43:00 AM,4999,S1
884,03-10-2022 5:37,3/10/2022,4:51:00 AM,44166,S1
633,03-10-2022 5:55,3/10/2022,5:37:00 AM,5000,S1
250,03-10-2022 6:00,3/10/2022,5:55:00 AM,87500,S1
140,03-10-2022 6:27,3/10/2022,6:00:00 AM,14000,S1
784,03-10-2022 6:53,3/10/2022,6:27:00 AM,1500,S1
927,03-10-2022 6:55,3/10/2022,6:53:00 AM,9999,S1
318,03-10-2022 7:08,3/10/2022,6:55:00 AM,2000,S1
448,03-10-2022 8:00,3/10/2022,7:08:00 AM,9500,S1
47,03-10-2022 8:04,3/10/2022,8:00:00 AM,2500,S1
553,03-10-2022 8:15,3/10/2022,8:04:00 AM,20000,S1
230,03-10-2022 8:23,3/10/2022,8:15:00 AM,500,S1
354,03-10-2022 8:39,3/10/2022,8:23:00 AM,40000,S1
153,03-10-2022 8:54,3/10/2022,8:39:00 AM,6500,S1
78,03-10-2022 9:08,3/10/2022,8:54:00 AM,54000,S1
78,03-10-2022 9:09,3/10/2022,9:08:00 AM,31000,S1
536,03-10-2022 9:11,3/10/2022,9:09:00 AM,4128,S1
920,03-10-2022 9:15,3/10/2022,9:11:00 AM,84975,S1
967,03-10-2022 10:01,3/10/2022,9:15:00 AM,6000,S1
633,03-10-2022 10:05,3/10/2022,10:01:00 AM,15000,S1
448,03-10-2022 10:12,3/10/2022,10:05:00 AM,8000,S1
449,03-10-2022 10:37,3/10/2022,10:12:00 AM,30281,S1
765,03-10-2022 10:46,3/10/2022,10:37:00 AM,1000,S1
304,03-10-2022 10:57,3/10/2022,10:46:00 AM,4000,S1
421,03-10-2022 11:09,3/10/2022,10:57:00 AM,12900,S1
884,03-10-2022 11:40,3/10/2022,11:09:00 AM,25000,S1
380,03-10-2022 11:51,3/10/2022,11:40:00 AM,5000,S1
20,03-10-2022 11:52,3/10/2022,11:51:00 AM,10000,S1
31,03-10-2022 11:54,3/10/2022,11:52:00 AM,4000,S1
478,03-10-2022 12:01,3/10/2022,11:54:00 AM,1483,S1
309,03-10-2022 12:18,3/10/2022,12:01:00 PM,7500,S1
421,03-10-2022 12:20,3/10/2022,12:18:00 PM,5200,S1
47,03-10-2022 12:32,3/10/2022,12:20:00 PM,3110,S1
856,03-10-2022 12:50,3/10/2022,12:32:00 PM,14000,S1
916,03-10-2022 13:22,3/10/2022,12:50:00 PM,1618,S1
190,03-10-2022 13:52,3/10/2022,1:22:00 AM,521,S1
946,03-10-2022 13:58,3/10/2022,1:52:00 AM,45000,S1
421,03-10-2022 14:03,3/10/2022,1:58:00 AM,3100,S1
587,03-10-2022 14:08,3/10/2022,2:03:00 AM,180000,S1
448,03-10-2022 14:20,3/10/2022,2:08:00 AM,11000,S1
420,03-10-2022 14:39,3/10/2022,2:20:00 AM,1940,S1
902,03-10-2022 14:49,3/10/2022,2:39:00 AM,2000,S1
31,03-10-2022 15:28,3/10/2022,2:49:00 AM,4300,S1
357,03-10-2022 15:45,3/10/2022,3:28:00 AM,7862,S1
168,03-10-2022 15:49,3/10/2022,3:45:00 AM,5500,S1
246,03-10-2022 16:35,3/10/2022,3:49:00 AM,8500,S1
467,03-10-2022 16:38,3/10/2022,4:35:00 AM,40000,S1
888,03-10-2022 16:49,3/10/2022,4:38:00 AM,9499,S1
78,03-10-2022 18:02,3/10/2022,4:49:00 AM,5000,S1
667,03-10-2022 18:35,3/10/2022,6:02:00 AM,6034,S1
421,03-10-2022 18:39,3/10/2022,6:35:00 AM,17100,S1
884,03-10-2022 18:41,3/10/2022,6:39:00 AM,25000,S1
365,03-10-2022 19:37,3/10/2022,6:41:00 AM,20015,S1
558,03-10-2022 19:38,3/10/2022,7:37:00 AM,2788,S1
82,03-10-2022 19:40,3/10/2022,7:38:00 AM,1100,S1
795,03-10-2022 19:48,3/10/2022,7:40:00 AM,1000,S1
752,03-10-2022 19:54,3/10/2022,7:48:00 AM,5002,S1
337,03-10-2022 19:57,3/10/2022,7:54:00 AM,200,S1
459,03-10-2022 20:39,3/10/2022,7:57:00 AM,5574,S1
180,03-10-2022 20:46,3/10/2022,8:39:00 AM,5000,S1
599,03-10-2022 20:57,3/10/2022,8:46:00 AM,22400,S1
766,03-10-2022 21:04,3/10/2022,8:57:00 AM,2900,S1
795,03-10-2022 21:10,3/10/2022,9:04:00 AM,1800,S1
523,03-10-2022 21:14,3/10/2022,9:10:00 AM,9200,S1
795,03-10-2022 21:21,3/10/2022,9:14:00 AM,15000,S1
731,03-10-2022 21:41,3/10/2022,9:21:00 AM,12000,S1
852,03-10-2022 21:53,3/10/2022,9:41:00 AM,2203,S1
380,03-10-2022 22:01,3/10/2022,9:53:00 AM,3500,S1
604,03-10-2022 22:17,3/10/2022,10:01:00 AM,4000,S1
144,03-10-2022 22:57,3/10/2022,10:17:00 AM,28000,S1
829,03-10-2022 23:29,3/10/2022,10:57:00 AM,32000,S1
207,03-10-2022 23:36,3/10/2022,11:29:00 AM,5053,S1
558,03-10-2022 23:38,3/10/2022,11:36:00 AM,2000,S1
907,03-10-2022 23:45,3/10/2022,11:38:00 AM,2692,S1
827,03-10-2022 23:57,3/10/2022,11:45:00 AM,100000,S1
659,04-10-2022 0:01,3/10/2022,11:57:00 AM,2800,S1
628,04-10-2022 0:01,4/10/2022,12:01:00 PM,5167,S1
829,04-10-2022 0:14,4/10/2022,12:01:00 PM,9500,S1
365,04-10-2022 0:20,4/10/2022,12:14:00 PM,9995,S1
978,04-10-2022 0:21,4/10/2022,12:20:00 PM,50001,S1
407,04-10-2022 0:40,4/10/2022,12:21:00 PM,7500,S1
634,04-10-2022 0:46,4/10/2022,12:40:00 PM,217730,S1
421,04-10-2022 0:47,4/10/2022,12:46:00 PM,16000,S1
947,04-10-2022 0:51,4/10/2022,12:47:00 PM,20000,S1
856,04-10-2022 1:05,4/10/2022,12:51:00 PM,30000,S1
902,04-10-2022 1:05,4/10/2022,1:05:00 AM,10000,S1
193,04-10-2022 1:21,4/10/2022,1:05:00 AM,34000,S1
854,04-10-2022 1:28,4/10/2022,1:21:00 AM,17007,S1
296,04-10-2022 1:32,4/10/2022,1:28:00 AM,10900,S1
99,04-10-2022 2:06,4/10/2022,1:32:00 AM,154346,S1
574,04-10-2022 2:12,4/10/2022,2:06:00 AM,12100,S1
461,04-10-2022 2:19,4/10/2022,2:12:00 AM,2000,S1
31,04-10-2022 2:24,4/10/2022,2:19:00 AM,1851,S1
852,04-10-2022 2:34,4/10/2022,2:24:00 AM,1614,S1
634,04-10-2022 2:34,4/10/2022,2:34:00 AM,191564,S1
502,04-10-2022 2:35,4/10/2022,2:34:00 AM,9969,S1
614,04-10-2022 2:35,4/10/2022,2:35:00 AM,3000,S1
421,04-10-2022 2:37,4/10/2022,2:35:00 AM,4800,S1
819,04-10-2022 2:59,4/10/2022,2:37:00 AM,8500,S1
422,04-10-2022 3:07,4/10/2022,2:59:00 AM,15000,S1
565,04-10-2022 3:13,4/10/2022,3:07:00 AM,1000,S1
377,04-10-2022 3:21,4/10/2022,3:13:00 AM,11400,S1
159,04-10-2022 3:43,4/10/2022,3:21:00 AM,12700,S1
33,04-10-2022 3:46,4/10/2022,3:43:00 AM,9000,S1
518,04-10-2022 3:54,4/10/2022,3:46:00 AM,400,S1
64,04-10-2022 3:55,4/10/2022,3:54:00 AM,3700,S1
987,04-10-2022 3:56,4/10/2022,3:55:00 AM,13000,S1
634,04-10-2022 4:07,4/10/2022,3:56:00 AM,259116,S1
47,04-10-2022 4:11,4/10/2022,4:07:00 AM,2800,S1
972,04-10-2022 4:13,4/10/2022,4:11:00 AM,900,S1
409,04-10-2022 4:49,4/10/2022,4:13:00 AM,13926,S1
23,04-10-2022 4:51,4/10/2022,4:49:00 AM,34000,S1
412,04-10-2022 5:03,4/10/2022,4:51:00 AM,3300,S1
75,04-10-2022 5:22,4/10/2022,5:03:00 AM,3000,S1
972,04-10-2022 5:22,4/10/2022,5:22:00 AM,1000,S1
795,04-10-2022 5:26,4/10/2022,5:22:00 AM,15000,S1
980,04-10-2022 5:50,4/10/2022,5:26:00 AM,4500,S1
313,04-10-2022 5:55,4/10/2022,5:50:00 AM,4000,S1
246,04-10-2022 5:57,4/10/2022,5:55:00 AM,10000,S1
587,04-10-2022 5:59,4/10/2022,5:57:00 AM,200000,S1
773,04-10-2022 6:06,4/10/2022,5:59:00 AM,5065,S1
927,04-10-2022 6:11,4/10/2022,6:06:00 AM,6700,S1
162,04-10-2022 6:12,4/10/2022,6:11:00 AM,90000,S1
836,04-10-2022 6:47,4/10/2022,6:12:00 AM,20000,S1
446,04-10-2022 7:00,4/10/2022,6:47:00 AM,22612,S1
992,04-10-2022 7:13,4/10/2022,7:00:00 AM,25000,S1
208,04-10-2022 7:22,4/10/2022,7:13:00 AM,75000,S1
137,04-10-2022 7:36,4/10/2022,7:22:00 AM,10000,S1
164,04-10-2022 7:45,4/10/2022,7:36:00 AM,5160,S1
950,04-10-2022 7:49,4/10/2022,7:45:00 AM,5000,S1
989,04-10-2022 7:57,4/10/2022,7:49:00 AM,115000,S1
47,04-10-2022 8:04,4/10/2022,7:57:00 AM,5000,S1
139,04-10-2022 8:14,4/10/2022,8:04:00 AM,11000,S1
972,04-10-2022 8:28,4/10/2022,8:14:00 AM,17600,S1
502,04-10-2022 9:01,4/10/2022,8:28:00 AM,6150,S1
212,04-10-2022 9:31,4/10/2022,9:01:00 AM,18000,S1
380,04-10-2022 9:36,4/10/2022,9:31:00 AM,10000,S1
660,04-10-2022 9:40,4/10/2022,9:36:00 AM,1900,S1
829,04-10-2022 10:07,4/10/2022,9:40:00 AM,10000,S1
615,04-10-2022 10:11,4/10/2022,10:07:00 AM,500,S1
688,04-10-2022 10:13,4/10/2022,10:11:00 AM,31100,S1
548,04-10-2022 10:57,4/10/2022,10:13:00 AM,900,S1
185,04-10-2022 11:22,4/10/2022,10:57:00 AM,1000,S1
330,04-10-2022 11:29,4/10/2022,11:22:00 AM,5000,S1
93,04-10-2022 11:30,4/10/2022,11:29:00 AM,25000,S1
900,04-10-2022 11:38,4/10/2022,11:30:00 AM,8000,S1
795,04-10-2022 11:42,4/10/2022,11:38:00 AM,500,S1
16,04-10-2022 11:53,4/10/2022,11:42:00 AM,21198,S1
82,04-10-2022 11:54,4/10/2022,11:53:00 AM,6000,S1
987,04-10-2022 12:40,4/10/2022,11:54:00 AM,6400,S1
